Symbol,Name,결산월,회계년,주기,당기순이익률(%),매출총이익률(%),영업이익률(%),자본금영업이익률(%),자본금세전계속사업이익률(%),*영업수익/영업비용(%),ROE(세전계속사업이익)(%),자본금세전계속사업이익률(%),자본금지배주주순이익률(%)
A138040,메리츠금융지주,12,2022,Annual,3.17,2.91,4.30,"4,049.66","4,078.47",104.50,37.78,"4,078.47","1,948.02"
A066570,LG전자,12,2011,Annual,-0.80,22.48,0.70,44.24,-46.61,100.70,-3.07,-46.61,-54.82
A066570,LG전자,12,2012,Annual,0.19,23.35,2.21,134.57,60.68,102.26,4.24,60.68,10.22
A066570,LG전자,12,2013,Annual,0.39,23.21,2.20,138.14,65.20,102.25,4.64,65.20,19.55
A066570,LG전자,12,2014,Annual,0.85,23.27,3.10,202.24,134.74,103.20,9.49,134.74,44.17
A066570,LG전자,12,2015,Annual,0.44,22.78,2.11,131.87,65.60,102.16,4.57,65.60,13.76
A066570,LG전자,12,2016,Annual,0.23,24.81,2.42,147.95,79.82,102.48,5.48,79.82,8.50
A066570,LG전자,12,2017,Annual,3.05,23.88,4.02,273.02,282.92,104.19,18.25,282.92,190.87
A066570,LG전자,12,2018,Annual,2.40,24.59,4.41,298.98,222.15,104.61,12.97,222.15,137.16
A066570,LG전자,12,2019,Annual,0.29,24.61,3.91,269.43,58.47,104.07,3.23,58.47,3.46
A066570,LG전자,12,2020,Annual,3.55,26.71,6.73,431.90,369.77,107.21,19.69,369.77,217.70
A066570,LG전자,12,2021,Annual,1.91,25.57,5.49,448.81,424.58,105.81,20.40,424.58,114.11
A066570,LG전자,12,2022,Annual,2.23,24.24,4.25,392.73,280.90,104.44,11.93,280.90,132.33
A000810,삼성화재,3,2011,Annual,4.57,58.48,6.22,"4,114.17","4,075.03",106.64,14.99,"4,075.03","3,002.54"
A000810,삼성화재,3,2012,Annual,4.03,59.58,5.26,"3,899.75","3,883.88",105.55,12.31,"3,883.88","2,970.87"
A000810,삼성화재,12,2013,Annual,3.29,55.90,4.36,"2,573.14","2,547.07",104.55,8.00,"2,547.07","1,933.87"
A000810,삼성화재,12,2014,Annual,3.99,62.35,5.32,"4,217.87","4,168.60",105.62,12.66,"4,168.60","3,157.38"
A000810,삼성화재,12,2015,Annual,3.75,65.15,4.99,"4,098.80","4,048.37",105.26,10.92,"4,048.37","3,064.38"
A000810,삼성화재,12,2016,Annual,3.97,69.31,4.94,"4,046.15","4,229.80",105.20,10.62,"4,229.80","3,240.84"
A000810,삼성화재,12,2017,Annual,4.79,68.67,5.71,"4,750.25","5,404.45",106.06,12.43,"5,404.45","3,976.58"
A000810,삼성화재,12,2018,Annual,4.82,73.09,6.53,"5,480.13","5,501.16",106.99,11.95,"5,501.16","4,033.92"
A000810,삼성화재,12,2019,Annual,2.82,73.98,3.78,"3,270.85","3,284.91",103.93,6.52,"3,284.91","2,428.83"
A000810,삼성화재,12,2020,Annual,3.15,76.10,4.34,"3,945.06","3,883.70",104.54,6.72,"3,883.70","2,851.87"
A000810,삼성화재,12,2021,Annual,4.60,77.11,6.16,"5,691.98","5,667.15",106.57,9.44,"5,667.15","4,239.04"
A000810,삼성화재,12,2022,Annual,8.29,78.77,10.43,"7,723.44","7,822.25",111.64,14.78,"7,822.25","6,130.63"
A042700,한미반도체,12,2011,Annual,9.39,29.22,9.68,133.80,160.41,110.71,12.02,160.41,132.92
A042700,한미반도체,12,2012,Annual,14.09,31.79,12.21,166.50,248.10,113.91,17.88,248.10,195.40
A042700,한미반도체,12,2013,Annual,5.82,27.33,7.03,105.85,107.65,107.56,7.49,107.65,87.77
A042700,한미반도체,12,2014,Annual,15.51,44.97,25.52,385.99,344.46,134.27,22.60,344.46,235.30
A042700,한미반도체,12,2015,Annual,18.51,46.30,19.31,178.84,220.61,123.93,14.07,220.61,171.42
A042700,한미반도체,12,2016,Annual,18.91,44.99,23.19,303.19,322.89,130.19,20.36,322.89,247.28
A042700,한미반도체,12,2017,Annual,4.82,44.85,26.18,406.21,113.83,135.47,6.97,113.83,74.71
A042700,한미반도체,12,2018,Annual,22.69,44.60,26.16,446.58,487.63,135.42,29.41,487.63,387.48
A042700,한미반도체,12,2019,Annual,16.00,41.62,11.40,107.93,193.26,112.87,11.29,193.26,151.48
A042700,한미반도체,12,2020,Annual,19.48,43.00,25.89,524.12,516.24,134.94,27.54,516.24,394.23
A042700,한미반도체,12,2021,Annual,27.99,48.30,32.81,962.69,"1,071.46",148.82,45.12,"1,071.46",821.29
A042700,한미반도체,12,2022,Annual,28.16,56.48,34.15,879.65,"1,005.35",151.85,34.70,"1,005.35",725.51
A015760,한국전력,12,2011,Annual,-7.58,1.68,-2.35,-31.80,-77.07,97.71,-4.45,-77.07,-105.04
A015760,한국전력,12,2012,Annual,-6.23,1.95,-1.65,-25.48,-126.59,98.37,-7.75,-126.59,-98.65
A015760,한국전력,12,2013,Annual,0.32,6.37,2.81,47.32,-12.35,102.89,-0.77,-12.35,1.87
A015760,한국전력,12,2014,Annual,4.87,13.42,10.07,180.31,131.76,111.20,7.96,131.76,83.71
A015760,한국전력,12,2015,Annual,22.76,22.90,19.25,353.50,581.21,123.83,30.39,581.21,414.01
A015760,한국전력,12,2016,Annual,11.88,24.32,19.94,373.90,327.54,124.91,14.91,327.54,219.59
A015760,한국전력,12,2017,Annual,2.41,12.90,8.28,154.31,112.60,109.03,4.95,112.60,40.46
A015760,한국전력,12,2018,Annual,-1.94,3.99,-0.34,-6.48,-62.33,99.66,-2.78,-62.33,-40.95
A015760,한국전력,12,2019,Annual,-3.83,2.35,-2.16,-39.77,-101.75,97.89,-4.67,-101.75,-73.07
A015760,한국전력,12,2020,Annual,3.57,11.55,6.98,127.31,93.20,107.50,4.29,93.20,62.04
A015760,한국전력,12,2021,Annual,-8.60,-4.90,-9.64,-182.14,-220.31,91.21,-10.40,-220.31,-165.26
A015760,한국전력,12,2022,Annual,-34.28,-41.60,-45.83,"-1,017.35","-1,054.38",68.57,-63.07,"-1,054.38",-762.25
A003550,LG,12,2011,Annual,10.24,17.72,13.43,153.64,140.28,115.52,11.64,140.28,111.25
A003550,LG,12,2012,Annual,9.92,17.01,12.70,140.05,131.91,114.55,10.31,131.91,106.69
A003550,LG,12,2013,Annual,8.48,16.48,11.78,131.22,122.71,113.35,9.12,122.71,101.91
A003550,LG,12,2014,Annual,8.46,15.24,10.58,118.74,108.68,111.84,7.74,108.68,96.04
A003550,LG,12,2015,Annual,9.47,16.33,11.43,129.48,122.38,112.90,8.31,122.38,107.37
A003550,LG,12,2016,Annual,11.28,17.71,13.67,150.42,146.75,115.84,9.38,146.75,122.22
A003550,LG,12,2017,Annual,20.57,21.51,18.46,248.57,311.74,122.64,18.04,311.74,272.46
A003550,LG,12,2018,Annual,24.32,27.43,23.52,207.11,201.65,130.75,10.33,201.65,211.96
A003550,LG,12,2019,Annual,16.94,20.34,15.22,113.07,111.51,117.95,5.27,111.51,122.81
A003550,LG,12,2020,Annual,29.63,36.47,30.51,180.37,186.85,143.90,8.24,186.85,166.68
A003550,LG,12,2021,Annual,39.13,40.73,35.87,292.70,284.48,155.93,11.17,284.48,305.23
A003550,LG,12,2022,Annual,29.44,32.46,27.02,242.18,255.19,137.02,8.49,255.19,246.95
A323410,카카오뱅크,12,2011,Annual,,,,,,,,,
A323410,카카오뱅크,12,2012,Annual,,,,,,,,,
A323410,카카오뱅크,12,2013,Annual,,,,,,,,,
A323410,카카오뱅크,12,2014,Annual,,,,,,,,,
A323410,카카오뱅크,12,2015,Annual,,,,,,,,,
A323410,카카오뱅크,12,2016,Annual,"-1,141.61",99.20,"-1,143.65",,,8.04,,,
A323410,카카오뱅크,12,2017,Annual,-151.63,47.17,-151.22,-18.95,-18.95,39.81,-21.99,-18.95,-19.00
A323410,카카오뱅크,12,2018,Annual,-5.58,48.83,-5.65,-2.02,-2.03,94.65,-2.35,-2.03,-2.00
A323410,카카오뱅크,12,2019,Annual,2.07,37.23,1.99,0.85,0.84,102.03,0.93,0.84,0.88
A323410,카카오뱅크,12,2020,Annual,14.13,50.74,15.24,6.34,6.33,117.98,5.47,6.33,5.88
A323410,카카오뱅크,12,2021,Annual,19.17,58.34,24.13,11.64,11.63,131.80,6.17,11.63,9.25
A323410,카카오뱅크,12,2022,Annual,16.38,58.67,21.99,14.84,14.78,128.20,6.26,14.78,11.06
A259960,크래프톤,12,2011,Annual,-37.70,100.00,18.38,213.47,-397.06,122.52,완전잠식,-397.06,-437.73
A259960,크래프톤,12,2012,Annual,-20.45,100.00,-5.32,-91.73,-235.22,94.95,완전잠식,-235.22,-352.80
A259960,크래프톤,12,2013,Annual,20.32,100.00,29.33,550.45,398.45,141.50,완전잠식,398.45,381.28
A259960,크래프톤,12,2014,Annual,-4.39,100.00,8.51,125.32,37.33,109.30,완전잠식,37.33,-64.67
A259960,크래프톤,12,2015,Annual,-56.88,100.00,11.74,187.94,-848.39,113.30,완전잠식,-848.39,-910.89
A259960,크래프톤,12,2016,Annual,-66.97,100.00,-19.68,-214.36,-666.12,83.56,-783.62,-666.12,-729.54
A259960,크래프톤,12,2017,Annual,-283.38,100.00,8.58,N/A(IFRS),N/A(IFRS),109.39,N/A(IFRS),N/A(IFRS),N/A(IFRS)
A259960,크래프톤,12,2018,Annual,22.41,100.00,26.81,"9,832.50","11,815.68",136.63,완전잠식,"11,815.68","8,219.87"
A259960,크래프톤,12,2019,Annual,25.64,100.00,33.04,"9,271.53","9,337.30",149.34,128.73,"9,337.30","7,195.88"
A259960,크래프톤,12,2020,Annual,33.30,100.00,46.33,"18,644.64","16,064.26",186.32,74.15,"16,064.26","13,401.98"
A259960,크래프톤,12,2021,Annual,27.57,100.00,34.51,"14,181.85","16,591.85",152.69,26.15,"16,591.85","11,332.21"
A259960,크래프톤,12,2022,Annual,26.98,100.00,40.54,"15,331.31","13,949.76",168.18,14.06,"13,949.76","10,202.17"
A034730,SK,12,2011,Annual,25.75,100.00,10.33,"1,757.32","6,393.68",111.52,31.51,"6,393.68","4,382.50"
A034730,SK,12,2012,Annual,15.89,100.00,8.95,"2,007.27","4,749.65",109.83,21.14,"4,749.65","3,561.17"
A034730,SK,12,2013,Annual,8.79,100.00,9.78,"2,251.93","2,692.59",110.84,11.37,"2,692.59","2,022.56"
A034730,SK,12,2014,Annual,5.35,11.64,11.19,"2,715.42","1,872.67",112.60,7.34,"1,872.67","1,272.94"
A034730,SK,12,2015,Annual,14.12,9.97,3.58,"11,083.34","49,541.57",103.71,29.47,"49,541.57","42,119.19"
A034730,SK,12,2016,Annual,3.41,11.75,6.38,"34,324.23","28,532.06",106.82,10.65,"28,532.06","4,976.15"
A034730,SK,12,2017,Annual,5.59,11.80,6.34,"37,341.74","48,379.24",106.77,16.90,"48,379.24","10,903.04"
A034730,SK,12,2018,Annual,6.14,9.47,4.68,"30,443.90","49,126.69",104.91,15.64,"49,126.69","14,644.93"
A034730,SK,12,2019,Annual,1.64,8.98,3.82,"24,282.57","18,432.26",103.97,5.50,"18,432.26","4,659.76"
A034730,SK,12,2020,Annual,-0.13,6.65,-0.10,-499.80,206.33,99.90,0.06,206.33,"1,230.86"
A034730,SK,12,2021,Annual,5.87,11.09,5.00,"30,828.22","37,949.30",105.26,10.19,"37,949.30","12,468.99"
A034730,SK,12,2022,Annual,3.00,11.84,6.18,"50,556.07","36,548.43",106.59,8.59,"36,548.43","6,805.94"
A033780,KT&G,12,2011,Annual,21.66,56.75,28.92,112.73,120.14,140.68,24.28,120.14,84.36
A033780,KT&G,12,2012,Annual,18.37,56.91,26.35,107.92,106.22,135.77,20.28,106.22,75.51
A033780,KT&G,12,2013,Annual,14.76,56.26,26.97,106.82,92.37,136.92,16.84,92.37,59.13
A033780,KT&G,12,2014,Annual,19.52,55.77,29.18,125.34,120.11,141.21,20.90,120.11,84.74
A033780,KT&G,12,2015,Annual,25.31,61.19,33.05,143.08,149.73,149.37,24.06,149.73,109.66
A033780,KT&G,12,2016,Annual,26.93,60.30,32.86,153.76,164.46,148.94,23.64,164.46,126.67
A033780,KT&G,12,2017,Annual,25.96,59.17,30.88,150.90,146.51,144.67,18.76,146.51,126.81
A033780,KT&G,12,2018,Annual,20.20,58.94,28.03,131.26,138.49,138.95,16.50,138.49,94.91
A033780,KT&G,12,2019,Annual,20.90,57.92,27.80,144.47,152.91,138.50,17.27,152.91,108.38
A033780,KT&G,12,2020,Annual,23.18,57.92,29.14,154.27,168.06,141.13,18.00,168.06,122.70
A033780,KT&G,12,2021,Annual,18.59,55.05,25.60,140.15,150.74,134.41,15.73,150.74,102.34
A033780,KT&G,12,2022,Annual,17.18,50.59,21.66,132.74,149.69,127.66,15.40,149.69,106.37
A018260,삼성에스디에스,12,2011,Annual,7.03,18.88,8.68,"1,144.96","1,272.93",109.51,16.50,"1,272.93",904.55
A018260,삼성에스디에스,12,2012,Annual,6.67,18.36,9.14,"1,544.51","1,530.53",110.06,17.89,"1,530.53","1,095.55"
A018260,삼성에스디에스,12,2013,Annual,4.63,16.06,7.18,"1,351.64","1,328.54",107.73,13.94,"1,328.54",835.03
A018260,삼성에스디에스,12,2014,Annual,5.50,16.37,7.51,"1,533.82","1,645.82",108.12,15.73,"1,645.82","1,067.18"
A018260,삼성에스디에스,12,2015,Annual,5.98,16.46,7.49,"1,520.47","1,677.80",108.10,14.44,"1,677.80","1,134.74"
A018260,삼성에스디에스,12,2016,Annual,6.29,17.33,7.67,"1,620.86","1,943.35",108.30,14.94,"1,943.35","1,198.94"
A018260,삼성에스디에스,12,2017,Annual,5.83,16.07,7.87,"1,890.88","1,943.96",108.54,13.66,"1,943.96","1,370.80"
A018260,삼성에스디에스,12,2018,Annual,6.37,16.59,8.74,"2,267.72","2,472.36",109.58,16.12,"2,472.36","1,626.82"
A018260,삼성에스디에스,12,2019,Annual,7.00,16.73,9.24,"2,559.10","2,678.51",110.18,16.10,"2,678.51","1,903.54"
A018260,삼성에스디에스,12,2020,Annual,4.11,15.34,7.91,"2,252.89","2,290.37",108.59,13.05,"2,290.37","1,146.21"
A018260,삼성에스디에스,12,2021,Annual,4.65,12.35,5.93,"2,088.71","2,216.51",106.30,11.99,"2,216.51","1,579.71"
A018260,삼성에스디에스,12,2022,Annual,6.56,11.03,5.32,"2,367.80","2,926.11",105.61,14.23,"2,926.11","2,842.53"
A009150,삼성전기,12,2011,Annual,6.51,16.27,4.61,71.60,93.82,104.83,9.48,93.82,90.07
A009150,삼성전기,12,2012,Annual,5.71,19.20,7.34,149.61,150.37,107.92,14.88,150.37,113.61
A009150,삼성전기,12,2013,Annual,4.19,18.74,5.62,119.58,112.37,105.95,10.60,112.37,85.11
A009150,삼성전기,12,2014,Annual,8.34,16.97,1.06,16.74,210.37,101.08,18.34,210.37,129.56
A009150,삼성전기,12,2015,Annual,0.33,21.24,4.88,77.66,94.53,105.13,8.19,94.53,2.88
A009150,삼성전기,12,2016,Annual,0.38,17.02,0.40,6.29,8.27,100.41,0.74,8.27,3.79
A009150,삼성전기,12,2017,Annual,2.59,20.60,4.48,78.92,65.35,104.69,5.85,65.35,41.68
A009150,삼성전기,12,2018,Annual,8.56,31.08,14.37,296.37,279.70,116.78,23.39,279.70,169.13
A009150,삼성전기,12,2019,Annual,6.84,25.76,9.60,190.96,179.40,110.62,13.42,179.40,132.55
A009150,삼성전기,12,2020,Annual,8.05,25.39,11.77,235.24,223.95,113.34,15.32,223.95,155.66
A009150,삼성전기,12,2021,Annual,9.46,26.34,15.37,383.21,384.35,118.16,23.34,384.35,230.01
A009150,삼성전기,12,2022,Annual,10.54,24.01,12.55,304.85,305.88,114.35,16.30,305.88,252.72
A017670,SK텔레콤,12,2011,Annual,9.93,100.00,14.41,"5,142.56","5,019.53",116.84,17.83,"5,019.53","3,613.15"
A017670,SK텔레콤,12,2012,Annual,6.91,100.00,10.72,"3,875.60","3,403.64",112.00,11.88,"3,403.64","2,580.01"
A017670,SK텔레콤,12,2013,Annual,9.69,100.00,12.11,"4,505.25","4,093.04",113.78,13.52,"4,093.04","3,671.58"
A017670,SK텔레콤,12,2014,Annual,10.48,100.00,10.63,"4,088.59","5,049.01",111.90,15.32,"5,049.01","4,034.99"
A017670,SK텔레콤,12,2015,Annual,8.85,100.00,9.97,"3,826.26","4,559.61",111.07,13.29,"4,559.61","3,401.97"
A017670,SK텔레콤,12,2016,Annual,9.71,100.00,8.99,"3,440.36","4,695.76",109.87,13.31,"4,695.76","3,754.49"
A017670,SK텔레콤,12,2017,Annual,15.17,100.00,8.77,"3,442.34","7,623.94",109.61,19.93,"7,623.94","5,824.12"
A017670,SK텔레콤,12,2018,Annual,18.56,100.00,7.12,"2,692.18","8,906.93",107.67,19.69,"8,906.93","7,007.07"
A017670,SK텔레콤,12,2019,Annual,4.85,100.00,6.25,"2,482.53","2,600.87",106.66,5.14,"2,600.87","1,990.86"
A017670,SK텔레콤,12,2020,Annual,9.33,100.00,7.76,"2,797.06","2,027.86",108.41,3.83,"2,027.86","3,370.04"
A017670,SK텔레콤,12,2021,Annual,14.44,100.00,8.28,"3,692.60","4,573.79",109.03,9.36,"4,573.79","6,408.78"
A017670,SK텔레콤,12,2022,Annual,5.48,100.00,9.32,"5,286.69","4,053.89",110.27,10.10,"4,053.89","2,992.16"
A012450,한화에어로스페이스,12,2011,Annual,7.85,18.48,3.03,33.64,93.62,103.13,17.37,93.62,86.91
A012450,한화에어로스페이스,12,2012,Annual,4.47,22.21,5.32,58.74,61.83,105.62,10.36,61.83,49.32
A012450,한화에어로스페이스,12,2013,Annual,5.06,23.61,3.65,36.15,53.55,103.79,8.67,53.55,49.88
A012450,한화에어로스페이스,12,2014,Annual,-4.52,21.64,0.30,2.96,-14.68,100.30,-2.33,-14.68,-44.73
A012450,한화에어로스페이스,12,2015,Annual,0.24,19.78,-2.28,-22.42,-7.20,97.77,-0.98,-7.20,2.16
A012450,한화에어로스페이스,12,2016,Annual,9.83,20.36,4.28,56.74,157.54,104.48,18.25,157.54,129.95
A012450,한화에어로스페이스,12,2017,Annual,-1.13,18.23,1.97,31.21,6.68,102.01,0.79,6.68,-18.16
A012450,한화에어로스페이스,12,2018,Annual,1.11,17.92,1.19,20.02,20.14,101.21,2.22,20.14,12.17
A012450,한화에어로스페이스,12,2019,Annual,3.09,19.41,3.14,62.20,58.83,103.24,5.69,58.83,49.77
A012450,한화에어로스페이스,12,2020,Annual,3.10,20.11,4.58,91.83,64.68,104.80,5.88,64.68,45.71
A012450,한화에어로스페이스,12,2021,Annual,5.45,18.38,5.00,104.31,108.93,105.26,8.36,108.93,95.08
A012450,한화에어로스페이스,12,2022,Annual,2.08,21.41,5.67,150.70,73.55,106.01,4.98,73.55,73.54
A011200,HMM,12,2011,Annual,-7.20,0.43,-4.82,-46.64,-66.57,95.41,-23.54,-66.57,-68.44
A011200,HMM,12,2012,Annual,-12.28,-1.40,-6.33,-68.51,-130.31,94.04,-68.22,-130.31,-132.42
A011200,HMM,12,2013,Annual,-10.10,0.51,-5.13,-44.84,-87.74,95.12,-79.61,-87.74,-86.03
A011200,HMM,12,2014,Annual,0.33,1.61,-3.61,-26.74,-49.19,96.52,-62.97,-49.19,4.25
A011200,HMM,12,2015,Annual,-12.05,0.88,-4.95,-26.68,-67.36,95.29,-154.30,-67.36,-63.95
A011200,HMM,12,2016,Annual,-9.99,-11.27,-18.18,-80.09,-39.93,84.62,-70.42,-39.93,-44.17
A011200,HMM,12,2017,Annual,-23.68,-2.02,-8.09,-32.98,-96.23,92.52,-128.45,-96.23,-96.56
A011200,HMM,12,2018,Annual,-15.14,-5.30,-10.70,-35.51,-49.51,90.34,-80.44,-49.51,-50.26
A011200,HMM,12,2019,Annual,-10.70,-0.07,-5.44,-18.91,-37.01,94.84,-55.09,-37.01,-37.22
A011200,HMM,12,2020,Annual,1.93,20.03,15.29,60.81,7.92,118.05,9.20,7.92,7.68
A011200,HMM,12,2021,Annual,38.69,56.24,53.48,361.75,261.21,214.98,88.44,261.21,261.70
A011200,HMM,12,2022,Annual,54.44,56.20,53.54,406.89,417.78,215.24,65.61,417.78,413.75
A096770,SK이노베이션,12,2011,Annual,4.65,7.05,4.33,631.60,919.53,104.52,32.66,919.53,676.31
A096770,SK이노베이션,12,2012,Annual,1.61,4.89,2.32,362.67,360.40,102.37,10.83,360.40,252.99
A096770,SK이노베이션,12,2013,Annual,1.18,4.96,2.13,300.15,243.11,102.18,6.85,243.11,155.78
A096770,SK이노베이션,12,2014,Annual,-0.82,2.45,-0.28,-39.01,-93.20,99.72,-2.65,-93.20,-125.67
A096770,SK이노베이션,12,2015,Annual,1.79,8.60,4.09,422.47,353.02,104.27,9.99,353.02,173.92
A096770,SK이노베이션,12,2016,Annual,4.36,12.55,8.17,688.98,517.19,108.90,13.71,517.19,356.69
A096770,SK이노베이션,12,2017,Annual,4.65,11.56,6.98,687.58,687.98,107.50,17.14,687.98,448.98
A096770,SK이노베이션,12,2018,Annual,3.13,7.31,3.88,448.85,509.52,104.04,12.41,509.52,352.38
A096770,SK이노베이션,12,2019,Annual,0.13,6.01,2.26,237.67,106.82,102.31,2.68,106.82,-7.63
A096770,SK이노베이션,12,2020,Annual,-6.21,-0.95,-7.01,-516.53,-588.69,93.45,-16.38,-588.69,-463.70
A096770,SK이노베이션,12,2021,Annual,1.04,8.92,3.72,371.70,174.67,103.86,4.67,174.67,62.34
A096770,SK이노베이션,12,2022,Annual,2.43,9.00,5.02,836.02,610.41,105.28,13.35,610.41,334.85
A024110,기업은행,12,2011,Annual,9.35,30.44,12.51,59.85,59.89,114.30,15.27,59.89,45.02
A024110,기업은행,12,2012,Annual,7.49,28.31,10.22,50.07,48.13,111.38,11.42,48.13,36.66
A024110,기업은행,12,2013,Annual,6.04,30.10,8.08,35.37,35.12,108.79,8.00,35.12,26.27
A024110,기업은행,12,2014,Annual,7.45,32.56,10.02,42.74,41.35,111.14,8.93,41.35,31.60
A024110,기업은행,12,2015,Annual,8.38,33.72,10.92,45.95,45.02,112.26,8.92,45.02,35.02
A024110,기업은행,12,2016,Annual,7.62,31.96,10.03,46.71,46.24,111.15,8.59,46.24,35.28
A024110,기업은행,12,2017,Annual,8.99,31.34,12.08,61.66,59.39,113.75,10.32,59.39,45.64
A024110,기업은행,12,2018,Annual,11.36,36.27,15.43,72.85,72.94,118.25,11.73,72.94,53.32
A024110,기업은행,12,2019,Annual,9.53,33.96,13.15,66.85,67.22,115.15,10.21,67.22,48.18
A024110,기업은행,12,2020,Annual,8.33,30.23,11.44,56.24,55.22,112.92,8.71,55.22,40.63
A024110,기업은행,12,2021,Annual,13.87,35.04,18.47,76.99,79.05,122.66,12.60,79.05,57.48
A024110,기업은행,12,2022,Annual,9.72,27.06,13.26,86.60,85.58,115.28,12.69,85.58,63.35
A316140,우리금융지주,12,2011,Annual,,,,,,,,,
A316140,우리금융지주,12,2012,Annual,,,,,,,,,
A316140,우리금융지주,12,2013,Annual,,,,,,,,,
A316140,우리금융지주,12,2014,Annual,,,,,,,,,
A316140,우리금융지주,12,2015,Annual,,,,,,,,,
A316140,우리금융지주,12,2016,Annual,,,,,,,,,
A316140,우리금융지주,12,2017,Annual,,,,,,,,,
A316140,우리금융지주,12,2018,Annual,,,,,,,,,
A316140,우리금융지주,12,2019,Annual,8.97,25.95,12.33,,,114.06,,,
A316140,우리금융지주,12,2020,Annual,5.29,20.95,7.26,57.61,55.42,107.83,7.66,55.42,36.20
A316140,우리금융지주,12,2021,Annual,10.32,25.69,13.46,100.94,103.40,115.55,13.49,103.40,71.38
A316140,우리금융지주,12,2022,Annual,7.84,20.52,10.46,121.71,123.21,111.68,14.83,123.21,86.30
A329180,HD현대중공업,12,2011,Annual,,,,,,,,,
A329180,HD현대중공업,12,2012,Annual,,,,,,,,,
A329180,HD현대중공업,12,2013,Annual,,,,,,,,,
A329180,HD현대중공업,12,2014,Annual,,,,,,,,,
A329180,HD현대중공업,12,2015,Annual,,,,,,,,,
A329180,HD현대중공업,12,2016,Annual,,,,,,,,,
A329180,HD현대중공업,12,2017,Annual,,,,,,,,,
A329180,HD현대중공업,12,2018,Annual,,,,,,,,,
A329180,HD현대중공업,12,2019,Annual,-1.63,7.63,2.37,,,102.43,,,
A329180,HD현대중공업,12,2020,Annual,-5.19,5.70,0.39,9.19,-152.63,100.39,-9.83,-152.63,-121.92
A329180,HD현대중공업,12,2021,Annual,-9.80,-2.52,-9.63,-200.63,-278.65,91.22,-20.29,-278.65,-204.14
A329180,HD현대중공업,12,2022,Annual,-3.89,1.80,-3.20,-65.14,-94.96,96.90,-7.75,-94.96,-79.32
A402340,SK스퀘어,12,2011,Annual,,,,,,,,,
A402340,SK스퀘어,12,2012,Annual,,,,,,,,,
A402340,SK스퀘어,12,2013,Annual,,,,,,,,,
A402340,SK스퀘어,12,2014,Annual,,,,,,,,,
A402340,SK스퀘어,12,2015,Annual,,,,,,,,,
A402340,SK스퀘어,12,2016,Annual,,,,,,,,,
A402340,SK스퀘어,12,2017,Annual,,,,,,,,,
A402340,SK스퀘어,12,2018,Annual,,,,,,,,,
A402340,SK스퀘어,12,2019,Annual,,,,,,,,,
A402340,SK스퀘어,12,2020,Annual,,,,,,,,,
A402340,SK스퀘어,12,2021,Annual,31.68,100.00,36.62,,,157.77,,,
A402340,SK스퀘어,12,2022,Annual,10.80,100.00,-14.70,"-2,463.94",288.37,87.18,0.24,288.37,"1,836.21"
A010130,고려아연,12,2011,Annual,12.85,19.77,17.34,"1,021.34","1,032.87",120.98,30.83,"1,032.87",746.83
A010130,고려아연,12,2012,Annual,10.33,16.33,13.78,802.90,796.34,115.98,20.05,796.34,593.70
A010130,고려아연,12,2013,Annual,9.40,15.28,12.43,634.46,631.32,114.19,14.32,631.32,474.91
A010130,고려아연,12,2014,Annual,10.22,16.73,13.82,723.55,723.93,116.04,14.99,723.93,531.29
A010130,고려아연,12,2015,Annual,10.77,17.65,14.09,712.47,725.51,116.40,13.69,725.51,539.88
A010130,고려아연,12,2016,Annual,10.17,16.12,13.08,810.48,849.70,115.04,14.73,849.70,627.89
A010130,고려아연,12,2017,Annual,9.61,16.20,13.56,948.33,981.17,115.69,15.73,981.17,666.72
A010130,고려아연,12,2018,Annual,7.77,13.13,11.11,810.51,814.76,112.50,12.32,814.76,559.00
A010130,고려아연,12,2019,Annual,9.54,14.21,12.03,853.55,924.64,113.67,13.21,924.64,670.83
A010130,고려아연,12,2020,Annual,7.58,13.65,11.84,951.13,861.06,113.42,11.67,861.06,607.27
A010130,고려아연,12,2021,Annual,8.13,12.59,10.99,"1,161.79","1,207.29",112.34,15.37,"1,207.29",855.11
A010130,고려아연,12,2022,Annual,7.12,10.42,8.19,949.23,910.31,108.92,10.39,910.31,806.14
